fecha,hora,num_transacciones,num_usuarios_activos,tiempo_promedio_procesamiento,tiempo_mediano_procesamiento,tiempo_p95_procesamiento,tiempo_max_procesamiento,volumen_total_usd,volumen_promedio_usd,comisiones_totales_usd,num_transacciones_exitosas,num_transacciones_fallidas,tasa_error,num_compra,num_retiro,num_swap,num_venta,num_validaciones_manuales,tasa_validacion_manual,num_fraudes,tasa_fraude
2024-08-03,16,4,4,47.5,49.5,76.79999999999998,81,813.78,203.445,4.07,4.0,0.0,0.0,3,1,0,0,0.0,0.0,1.0,25.0
2024-08-03,17,7,7,65.0,64.0,89.8,91,35876.53,5125.2185714285715,179.39000000000001,7.0,0.0,0.0,3,1,0,3,2.0,28.57,3.0,42.86
2024-08-03,18,26,26,118.42307692307692,114.0,193.25,200,116327.28,4474.126153846154,581.63,21.0,5.0,19.23,14,0,5,7,8.0,30.77,3.0,11.54
2024-08-03,19,32,32,114.375,109.0,177.9,183,98482.56999999999,3077.5803124999998,492.43,26.0,6.0,18.75,21,2,4,5,5.0,15.62,6.0,18.75
2024-08-03,20,22,22,124.36363636363636,120.0,192.14999999999998,214,98223.85,4464.720454545455,491.11,18.0,4.0,18.18,8,2,5,7,6.0,27.27,5.0,22.73
2024-08-03,21,26,26,120.88461538461539,114.0,191.0,277,76656.92,2948.3430769230768,383.27,21.0,5.0,19.23,10,0,7,9,3.0,11.54,8.0,30.77
2024-08-03,22,33,33,99.57575757575758,94.0,156.19999999999996,223,75240.1,2280.0030303030303,376.21,26.0,7.0,21.21,12,0,5,16,3.0,9.09,8.0,24.24
2024-08-03,23,37,37,121.89189189189189,109.0,210.79999999999993,227,97658.78,2639.4264864864863,488.29,27.0,10.0,27.03,17,0,3,17,6.0,16.22,10.0,27.03
2024-08-04,0,2,2,76.5,76.5,77.85,78,4375.71,2187.855,21.88,2.0,0.0,0.0,0,0,1,1,0.0,0.0,0.0,0.0
2024-08-04,1,5,5,35.4,33.0,49.2,50,11465.4,2293.08,57.33,5.0,0.0,0.0,2,0,0,3,0.0,0.0,2.0,40.0
2024-08-04,2,4,4,47.75,42.0,72.19999999999999,77,23830.660000000003,5957.665000000001,119.15,3.0,1.0,25.0,1,0,1,2,1.0,25.0,2.0,50.0
2024-08-04,3,4,4,80.25,60.0,147.09999999999997,160,8659.71,2164.9275,43.31,2.0,2.0,50.0,2,0,1,1,1.0,25.0,0.0,0.0
2024-08-04,4,1,1,16.0,16.0,16.0,16,127.3,127.3,0.64,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
2024-08-04,5,2,2,79.5,79.5,119.55,124,18987.719999999998,9493.859999999999,94.94000000000001,1.0,1.0,50.0,0,0,1,1,1.0,50.0,1.0,50.0
2024-08-04,6,3,3,46.666666666666664,27.0,81.0,87,12487.810000000001,4162.6033333333335,62.44,3.0,0.0,0.0,1,1,0,1,1.0,33.33,1.0,33.33
2024-08-04,7,3,3,77.66666666666667,62.0,150.2,160,20981.52,6993.84,104.91,3.0,0.0,0.0,0,0,0,3,1.0,33.33,1.0,33.33
2024-08-04,8,2,2,77.0,77.0,88.7,90,23775.52,11887.76,118.87,2.0,0.0,0.0,2,0,0,0,2.0,100.0,1.0,50.0
2024-08-04,9,9,9,88.88888888888889,64.0,171.2,184,52873.990000000005,5874.887777777778,264.36,9.0,0.0,0.0,4,0,1,4,4.0,44.44,2.0,22.22
2024-08-04,10,2,2,61.5,61.5,104.25,109,7577.99,3788.995,37.88,2.0,0.0,0.0,1,0,1,0,1.0,50.0,1.0,50.0
2024-08-04,11,8,8,51.125,52.5,84.55,87,47787.43,5973.42875,238.94,8.0,0.0,0.0,1,1,1,5,3.0,37.5,1.0,12.5
2024-08-04,12,4,4,21.5,18.0,37.14999999999999,40,4496.099999999999,1124.0249999999999,22.48,4.0,0.0,0.0,0,1,0,3,0.0,0.0,1.0,25.0
2024-08-04,13,2,2,36.0,36.0,50.4,52,2263.74,1131.87,11.31,2.0,0.0,0.0,1,0,0,1,0.0,0.0,1.0,50.0
2024-08-04,14,4,4,71.5,78.0,104.0,104,11245.34,2811.335,56.239999999999995,4.0,0.0,0.0,2,0,1,1,1.0,25.0,1.0,25.0
2024-08-04,15,1,1,10.0,10.0,10.0,10,218.24,218.24,1.09,1.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
2024-08-04,16,5,5,53.2,43.0,85.0,91,20651.84,4130.368,103.26,5.0,0.0,0.0,2,0,0,3,1.0,20.0,1.0,20.0
2024-08-04,17,3,3,49.666666666666664,43.0,71.8,75,8428.44,2809.48,42.14,3.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0
2024-08-04,18,32,32,108.8125,102.5,186.85,198,86213.63,2694.1759375,431.1,24.0,8.0,25.0,14,1,3,14,4.0,12.5,11.0,34.38
2024-08-04,19,31,30,110.41935483870968,106.0,199.5,223,139138.36000000002,4488.334193548388,695.73,26.0,5.0,16.13,16,1,3,11,6.0,19.35,9.0,29.03
2024-08-04,20,38,38,113.34210526315789,104.0,199.64999999999998,253,140789.97999999998,3704.99947368421,703.96,31.0,7.0,18.42,19,0,8,11,7.0,18.42,11.0,28.95
2024-08-04,21,37,37,120.48648648648648,116.0,224.39999999999998,266,125970.4,3404.6054054054052,629.85,34.0,3.0,8.11,19,1,5,12,6.0,16.22,10.0,27.03
2024-08-04,22,24,23,116.95833333333333,110.0,181.79999999999995,198,81331.25,3388.8020833333335,406.63,22.0,2.0,8.33,9,3,3,9,3.0,12.5,8.0,33.33
2024-08-04,23,27,27,112.4074074074074,107.0,216.1,224,77604.45,2874.2388888888886,388.01,22.0,5.0,18.52,14,0,5,8,4.0,14.81,10.0,37.04
2024-08-05,0,3,3,70.66666666666667,44.0,124.1,133,21023.01,7007.669999999999,105.12,3.0,0.0,0.0,2,0,0,1,1.0,33.33,1.0,33.33
2024-08-05,1,6,6,43.833333333333336,42.5,62.25,63,11776.630000000001,1962.7716666666668,58.879999999999995,6.0,0.0,0.0,1,1,1,3,0.0,0.0,3.0,50.0
2024-08-05,2,5,5,46.2,47.0,60.8,64,10537.87,2107.574,52.69,4.0,1.0,20.0,1,0,1,3,0.0,0.0,1.0,20.0
2024-08-05,3,5,5,37.8,33.0,55.6,56,13107.800000000001,2621.5600000000004,65.53999999999999,5.0,0.0,0.0,2,0,1,2,0.0,0.0,1.0,20.0
2024-08-05,4,9,9,52.55555555555556,38.0,127.99999999999996,172,32717.239999999998,3635.248888888889,163.59,9.0,0.0,0.0,4,0,0,5,2.0,22.22,3.0,33.33
2024-08-05,5,2,2,27.5,27.5,32.45,33,1602.91,801.455,8.02,2.0,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0
2024-08-05,6,8,8,56.625,49.0,131.24999999999994,168,16469.52,2058.69,82.36,7.0,1.0,12.5,3,1,2,2,1.0,12.5,4.0,50.0
2024-08-05,7,4,4,65.25,52.5,121.49999999999997,132,21123.79,5280.9475,105.62,4.0,0.0,0.0,1,0,0,3,1.0,25.0,1.0,25.0
2024-08-05,8,1,1,102.0,102.0,102.0,102,344.66,344.66,1.72,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
2024-08-05,9,7,7,33.142857142857146,31.0,55.29999999999998,61,11104.9,1586.4142857142856,55.519999999999996,7.0,0.0,0.0,3,0,1,3,0.0,0.0,2.0,28.57
2024-08-05,10,4,4,55.0,54.0,85.5,87,9396.89,2349.2225,46.989999999999995,3.0,1.0,25.0,1,0,2,1,1.0,25.0,0.0,0.0
2024-08-05,11,11,11,32.18181818181818,30.0,66.5,69,17114.43,1555.8572727272729,85.57000000000001,11.0,0.0,0.0,1,1,3,6,0.0,0.0,3.0,27.27
2024-08-05,13,4,4,66.5,66.0,106.1,110,17971.41,4492.8525,89.86,3.0,1.0,25.0,0,0,3,1,1.0,25.0,0.0,0.0
2024-08-05,14,4,4,95.75,93.5,148.35,150,15206.98,3801.745,76.03999999999999,4.0,0.0,0.0,1,0,2,1,2.0,50.0,2.0,50.0
2024-08-05,15,6,6,47.166666666666664,47.5,70.25,71,13922.199999999999,2320.3666666666663,69.61,6.0,0.0,0.0,4,0,1,1,0.0,0.0,3.0,50.0
2024-08-05,16,5,5,83.2,77.0,127.0,136,18939.879999999997,3787.9759999999997,94.69,5.0,0.0,0.0,4,0,0,1,1.0,20.0,4.0,80.0
2024-08-05,17,6,6,18.833333333333332,15.5,33.5,36,8098.89,1349.815,40.49,4.0,2.0,33.33,1,1,1,3,0.0,0.0,1.0,16.67
2024-08-05,18,30,30,125.13333333333334,131.5,192.79999999999995,258,70491.93000000001,2349.731,352.46000000000004,28.0,2.0,6.67,16,2,4,8,3.0,10.0,7.0,23.33
2024-08-05,19,31,31,118.61290322580645,102.0,216.5,245,60942.85,1965.898387096774,304.71,23.0,8.0,25.81,15,1,2,13,4.0,12.9,8.0,25.81
2024-08-05,20,35,35,112.25714285714285,99.0,193.59999999999988,240,98085.23,2802.4351428571426,490.44,31.0,4.0,11.43,10,2,10,13,4.0,11.43,7.0,20.0
2024-08-05,21,29,29,124.3103448275862,121.0,219.79999999999987,257,87179.35,3006.184482758621,435.91,26.0,3.0,10.34,19,1,1,8,6.0,20.69,8.0,27.59
2024-08-05,22,31,31,112.35483870967742,110.0,190.5,248,67971.48,2192.628387096774,339.86,26.0,5.0,16.13,11,0,6,14,3.0,9.68,5.0,16.13
2024-08-05,23,38,38,116.73684210526316,115.0,208.6,244,84634.32,2227.218947368421,423.15999999999997,31.0,7.0,18.42,15,1,8,14,4.0,10.53,6.0,15.79
2024-08-06,0,2,2,36.5,36.5,42.35,43,4354.04,2177.02,21.77,2.0,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0
2024-08-06,1,6,6,45.333333333333336,43.0,68.25,71,12361.119999999999,2060.1866666666665,61.82,5.0,1.0,16.67,3,1,0,2,0.0,0.0,2.0,33.33
2024-08-06,2,4,4,30.75,34.5,42.65,44,1518.72,379.68,7.590000000000001,4.0,0.0,0.0,2,0,1,1,0.0,0.0,0.0,0.0
2024-08-06,3,5,5,34.2,34.0,54.8,57,3835.89,767.178,19.18,5.0,0.0,0.0,4,0,0,1,0.0,0.0,3.0,60.0
2024-08-06,4,6,6,34.5,25.0,80.25,97,28586.42,4764.403333333333,142.93,6.0,0.0,0.0,2,0,0,4,1.0,16.67,2.0,33.33
2024-08-06,5,4,4,35.0,35.5,58.55,59,2238.4700000000003,559.6175000000001,11.18,3.0,1.0,25.0,3,0,1,0,0.0,0.0,0.0,0.0
2024-08-06,6,4,4,50.25,37.0,99.04999999999998,107,19292.29,4823.0725,96.46000000000001,4.0,0.0,0.0,0,0,1,3,1.0,25.0,1.0,25.0
2024-08-06,7,2,2,45.5,45.5,62.15,64,5446.15,2723.075,27.23,2.0,0.0,0.0,1,0,0,1,0.0,0.0,2.0,100.0
2024-08-06,8,5,5,29.2,27.0,56.99999999999999,62,8002.9,1600.58,40.01,5.0,0.0,0.0,1,1,0,3,0.0,0.0,2.0,40.0
2024-08-06,9,6,6,56.0,60.5,87.0,92,13472.529999999999,2245.4216666666666,67.36,6.0,0.0,0.0,2,0,1,3,1.0,16.67,0.0,0.0
2024-08-06,10,4,4,44.25,43.5,69.75,72,4650.09,1162.5225,23.25,4.0,0.0,0.0,0,0,0,4,0.0,0.0,0.0,0.0
2024-08-06,11,3,3,54.333333333333336,43.0,75.39999999999999,79,4102.0,1367.3333333333333,20.509999999999998,3.0,0.0,0.0,3,0,0,0,0.0,0.0,1.0,33.33
2024-08-06,12,4,4,42.5,42.0,68.64999999999999,73,2453.38,613.345,12.27,4.0,0.0,0.0,2,0,2,0,0.0,0.0,1.0,25.0
2024-08-06,13,2,2,27.0,27.0,36.9,38,878.99,439.495,4.39,2.0,0.0,0.0,0,0,1,1,0.0,0.0,1.0,50.0
2024-08-06,14,5,5,53.4,42.0,109.6,119,14157.1,2831.42,70.79,4.0,1.0,20.0,3,0,1,1,1.0,20.0,0.0,0.0
2024-08-06,15,5,5,42.0,53.0,60.6,61,2722.71,544.542,13.61,5.0,0.0,0.0,2,0,1,2,0.0,0.0,1.0,20.0
2024-08-06,16,2,2,23.5,23.5,33.85,35,903.73,451.865,4.52,2.0,0.0,0.0,1,0,0,1,0.0,0.0,1.0,50.0
2024-08-06,17,7,7,61.42857142857143,55.0,98.89999999999998,107,23165.13,3309.304285714286,115.82,7.0,0.0,0.0,4,1,1,1,1.0,14.29,3.0,42.86
2024-08-06,18,39,38,117.48717948717949,112.0,183.0,242,141631.49,3631.5766666666664,708.18,34.0,5.0,12.82,17,1,4,17,8.0,20.51,6.0,15.38
2024-08-06,19,43,43,118.09302325581395,116.0,190.8,193,144378.1,3357.6302325581396,721.91,32.0,11.0,25.58,15,3,7,18,7.0,16.28,13.0,30.23
2024-08-06,20,29,29,109.13793103448276,108.0,192.2,213,107798.79000000001,3717.199655172414,539.02,23.0,6.0,20.69,16,0,2,11,6.0,20.69,9.0,31.03
2024-08-06,21,27,27,127.14814814814815,123.0,228.29999999999998,249,113424.03,4200.89,567.11,21.0,6.0,22.22,13,1,4,9,7.0,25.93,7.0,25.93
2024-08-06,22,29,29,110.55172413793103,111.0,181.19999999999993,232,68089.3,2347.9068965517245,340.43,28.0,1.0,3.45,10,1,5,13,3.0,10.34,6.0,20.69
2024-08-06,23,33,33,109.81818181818181,105.0,159.79999999999998,208,118266.54,3583.834545454545,591.31,29.0,4.0,12.12,12,0,9,12,6.0,18.18,9.0,27.27
2024-08-07,0,1,1,40.0,40.0,40.0,40,453.58,453.58,2.27,1.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
2024-08-07,1,3,3,17.0,10.0,28.9,31,4357.36,1452.4533333333331,21.79,3.0,0.0,0.0,1,0,1,1,0.0,0.0,2.0,66.67
2024-08-07,2,4,4,48.75,38.5,81.09999999999998,88,23104.78,5776.195,115.52,4.0,0.0,0.0,3,1,0,0,1.0,25.0,0.0,0.0
2024-08-07,3,2,2,31.0,31.0,49.9,52,1358.56,679.28,6.790000000000001,2.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0
2024-08-07,4,7,7,49.57142857142857,59.0,81.8,83,11355.65,1622.2357142857143,56.78,7.0,0.0,0.0,3,0,2,2,0.0,0.0,4.0,57.14
2024-08-07,5,6,6,60.833333333333336,47.5,128.5,151,28575.88,4762.6466666666665,142.87,5.0,1.0,16.67,4,0,1,1,1.0,16.67,0.0,0.0
2024-08-07,6,4,4,40.75,47.5,56.8,58,6815.67,1703.9175,34.08,4.0,0.0,0.0,3,0,0,1,0.0,0.0,1.0,25.0
2024-08-07,7,7,7,57.0,47.0,105.39999999999998,115,15219.1,2174.157142857143,76.08,6.0,1.0,14.29,5,0,1,1,1.0,14.29,1.0,14.29
2024-08-07,8,3,3,36.666666666666664,32.0,64.39999999999999,68,10670.19,3556.73,53.36,2.0,1.0,33.33,1,0,1,1,1.0,33.33,0.0,0.0
2024-08-07,9,4,4,49.25,49.0,66.6,69,4980.09,1245.0225,24.9,3.0,1.0,25.0,1,1,1,1,0.0,0.0,0.0,0.0
2024-08-07,10,1,1,73.0,73.0,73.0,73,850.16,850.16,4.25,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
2024-08-07,11,14,14,53.785714285714285,40.0,122.05,124,67630.44,4830.745714285715,338.15999999999997,12.0,2.0,14.29,8,0,2,4,4.0,28.57,6.0,42.86
2024-08-07,12,2,2,52.5,52.5,74.55,77,1437.7800000000002,718.8900000000001,7.1899999999999995,2.0,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0
2024-08-07,13,1,1,51.0,51.0,51.0,51,2480.62,2480.62,12.4,1.0,0.0,0.0,1,0,0,0,0.0,0.0,1.0,100.0
2024-08-07,14,7,7,45.285714285714285,46.0,67.1,68,8661.52,1237.3600000000001,43.3,7.0,0.0,0.0,4,0,2,1,0.0,0.0,1.0,14.29
2024-08-07,15,6,6,43.833333333333336,35.0,106.75,127,22539.87,3756.645,112.7,6.0,0.0,0.0,2,0,1,3,1.0,16.67,2.0,33.33
2024-08-07,16,5,5,48.0,47.0,71.0,74,5165.93,1033.1860000000001,25.82,4.0,1.0,20.0,2,0,0,3,0.0,0.0,1.0,20.0
2024-08-07,17,8,8,65.0,44.0,175.14999999999998,193,39004.27,4875.53375,195.02,8.0,0.0,0.0,6,0,1,1,2.0,25.0,2.0,25.0
2024-08-07,18,17,17,127.52941176470588,134.0,190.79999999999995,230,45332.99,2666.6464705882354,226.66,16.0,1.0,5.88,8,1,2,6,2.0,11.76,5.0,29.41
2024-08-07,19,35,35,104.68571428571428,98.0,178.6,200,117224.54000000001,3349.2725714285716,586.13,32.0,3.0,8.57,18,1,7,9,5.0,14.29,7.0,20.0
2024-08-07,20,33,33,111.9090909090909,110.0,168.8,171,78587.6,2381.4424242424243,392.96999999999997,28.0,5.0,15.15,13,1,5,14,2.0,6.06,9.0,27.27
2024-08-07,21,35,35,107.57142857142857,105.0,163.89999999999992,213,88185.3,2519.58,440.91,31.0,4.0,11.43,18,0,7,10,4.0,11.43,9.0,25.71
2024-08-07,22,36,36,132.91666666666666,119.5,225.0,299,164041.32,4556.703333333334,820.1800000000001,29.0,7.0,19.44,18,2,6,10,11.0,30.56,12.0,33.33
2024-08-07,23,26,26,110.03846153846153,110.5,150.5,226,75898.5,2919.173076923077,379.5,23.0,3.0,11.54,15,3,3,5,3.0,11.54,7.0,26.92
2024-08-08,0,4,4,62.0,63.5,90.44999999999999,93,22769.0,5692.25,113.85,4.0,0.0,0.0,0,0,1,3,1.0,25.0,1.0,25.0
2024-08-08,1,4,4,39.0,31.5,75.89999999999999,81,5219.65,1304.9125,26.099999999999998,4.0,0.0,0.0,0,0,1,3,0.0,0.0,1.0,25.0
2024-08-08,2,3,3,32.0,26.0,45.8,48,988.1800000000001,329.3933333333334,4.949999999999999,3.0,0.0,0.0,2,0,0,1,0.0,0.0,2.0,66.67
2024-08-08,3,4,4,36.25,40.5,52.8,54,7138.68,1784.67,35.69,4.0,0.0,0.0,3,0,1,0,0.0,0.0,1.0,25.0
2024-08-08,4,6,6,41.0,46.5,61.0,63,8158.42,1359.7366666666667,40.78,6.0,0.0,0.0,4,0,0,2,0.0,0.0,1.0,16.67
2024-08-08,5,4,4,52.75,34.0,118.29999999999997,133,15728.150000000001,3932.0375000000004,78.64,4.0,0.0,0.0,2,0,0,2,1.0,25.0,1.0,25.0
2024-08-08,6,4,4,38.0,38.0,53.199999999999996,55,7416.360000000001,1854.0900000000001,37.08,4.0,0.0,0.0,3,0,0,1,0.0,0.0,2.0,50.0
2024-08-08,7,1,1,12.0,12.0,12.0,12,325.35,325.35,1.63,1.0,0.0,0.0,0,0,0,1,0.0,0.0,1.0,100.0
2024-08-08,8,6,6,70.16666666666667,59.0,140.5,164,26128.66,4354.776666666667,130.65,5.0,1.0,16.67,4,1,0,1,1.0,16.67,2.0,33.33
2024-08-08,9,6,6,46.666666666666664,56.0,70.25,72,7984.23,1330.705,39.93,6.0,0.0,0.0,3,0,2,1,0.0,0.0,1.0,16.67
2024-08-08,10,4,4,38.75,29.5,66.69999999999999,73,8134.24,2033.56,40.68,4.0,0.0,0.0,2,1,0,1,0.0,0.0,1.0,25.0
2024-08-08,11,4,4,31.0,32.5,40.949999999999996,42,13111.55,3277.8875,65.56,3.0,1.0,25.0,1,0,1,2,0.0,0.0,3.0,75.0
2024-08-08,12,4,4,47.25,53.0,65.35,67,2605.66,651.415,13.03,4.0,0.0,0.0,1,1,0,2,0.0,0.0,1.0,25.0
2024-08-08,13,2,2,16.0,16.0,20.5,21,4721.7300000000005,2360.8650000000002,23.610000000000003,2.0,0.0,0.0,1,0,0,1,0.0,0.0,1.0,50.0
2024-08-08,14,2,2,19.0,19.0,24.4,25,2352.9,1176.45,11.770000000000001,2.0,0.0,0.0,1,0,0,1,0.0,0.0,1.0,50.0
2024-08-08,15,1,1,50.0,50.0,50.0,50,838.53,838.53,4.19,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
2024-08-08,16,3,3,54.666666666666664,65.0,82.1,84,7898.04,2632.68,39.49,3.0,0.0,0.0,2,0,1,0,0.0,0.0,1.0,33.33
2024-08-08,17,4,4,48.0,41.0,70.79999999999998,75,5008.51,1252.1275,25.040000000000003,4.0,0.0,0.0,3,0,0,1,0.0,0.0,1.0,25.0
2024-08-08,18,28,28,108.82142857142857,109.5,163.54999999999998,179,65621.44,2343.6228571428574,328.14,23.0,5.0,17.86,17,0,2,9,2.0,7.14,7.0,25.0
2024-08-08,19,40,39,113.45,107.0,229.64999999999998,266,115603.13,2890.07825,578.03,37.0,3.0,7.5,24,2,5,9,6.0,15.0,8.0,20.0
2024-08-08,20,33,33,130.06060606060606,108.0,261.59999999999997,281,123806.73,3751.719090909091,619.0600000000001,32.0,1.0,3.03,14,4,2,13,9.0,27.27,10.0,30.3
2024-08-08,21,32,32,111.40625,109.0,191.25,197,86138.04,2691.81375,430.69,29.0,3.0,9.38,12,0,7,13,3.0,9.38,9.0,28.12
2024-08-08,22,25,25,122.28,124.0,180.6,241,103312.25,4132.49,516.56,21.0,4.0,16.0,9,2,2,12,6.0,24.0,9.0,36.0
2024-08-08,23,34,34,115.79411764705883,98.5,191.45,246,126123.18,3709.505294117647,630.64,27.0,7.0,20.59,20,0,5,9,6.0,17.65,9.0,26.47
2024-08-09,0,3,3,60.666666666666664,61.0,70.9,72,2638.43,879.4766666666666,13.2,3.0,0.0,0.0,1,0,0,2,0.0,0.0,1.0,33.33
2024-08-09,1,1,1,80.0,80.0,80.0,80,672.64,672.64,3.36,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0
2024-08-09,2,6,6,47.166666666666664,45.5,70.75,72,7177.360000000001,1196.2266666666667,35.88,6.0,0.0,0.0,1,0,1,4,0.0,0.0,1.0,16.67
2024-08-09,3,5,5,40.0,21.0,70.6,71,20617.55,4123.51,103.08999999999999,5.0,0.0,0.0,2,0,1,2,1.0,20.0,1.0,20.0
2024-08-09,4,2,2,22.0,22.0,32.8,34,4854.2699999999995,2427.1349999999998,24.27,2.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0
2024-08-09,6,4,4,74.75,42.0,175.34999999999994,198,18058.899999999998,4514.724999999999,90.28999999999999,3.0,1.0,25.0,4,0,0,0,1.0,25.0,1.0,25.0
2024-08-09,7,4,4,66.0,45.0,129.64999999999998,143,23952.230000000003,5988.057500000001,119.75999999999999,4.0,0.0,0.0,1,0,0,3,1.0,25.0,3.0,75.0
2024-08-09,8,3,3,84.66666666666667,37.0,166.6,181,17265.48,5755.16,86.32,3.0,0.0,0.0,0,0,1,2,1.0,33.33,1.0,33.33
2024-08-09,9,5,5,70.0,61.0,121.99999999999999,135,17386.39,3477.278,86.92999999999999,5.0,0.0,0.0,1,0,1,3,1.0,20.0,1.0,20.0
2024-08-09,10,8,8,74.625,66.5,149.99999999999997,164,26004.170000000002,3250.5212500000002,130.03,7.0,1.0,12.5,2,1,3,2,2.0,25.0,2.0,25.0
2024-08-09,11,5,5,55.2,37.0,128.2,150,19475.06,3895.012,97.36999999999999,5.0,0.0,0.0,3,0,0,2,1.0,20.0,1.0,20.0
2024-08-09,12,4,4,77.75,59.0,134.24999999999997,147,8062.79,2015.6975,40.32,4.0,0.0,0.0,2,0,1,1,1.0,25.0,1.0,25.0
2024-08-09,13,4,4,31.5,30.5,46.3,49,17968.89,4492.2225,89.85,4.0,0.0,0.0,3,0,0,1,1.0,25.0,1.0,25.0
2024-08-09,14,5,5,43.6,43.0,78.8,87,15601.210000000001,3120.242,78.01,5.0,0.0,0.0,1,1,1,2,1.0,20.0,1.0,20.0
2024-08-09,15,3,3,105.0,89.0,138.5,144,31744.609999999997,10581.536666666665,158.73,3.0,0.0,0.0,2,0,0,1,2.0,66.67,2.0,66.67
2024-08-09,16,3,3,58.0,40.0,90.39999999999999,96,1704.3,568.1,8.52,1.0,2.0,66.67,1,1,0,1,0.0,0.0,1.0,33.33
2024-08-09,17,3,3,31.666666666666668,16.0,63.699999999999996,69,18552.19,6184.063333333333,92.77000000000001,2.0,1.0,33.33,1,0,2,0,1.0,33.33,0.0,0.0
2024-08-09,18,42,42,123.47619047619048,121.5,212.0999999999999,269,138855.18,3306.075714285714,694.27,36.0,6.0,14.29,20,2,6,14,8.0,19.05,6.0,14.29
2024-08-09,19,35,35,124.57142857142857,127.0,174.09999999999997,208,146367.36,4181.924571428571,731.86,31.0,4.0,11.43,15,1,8,11,7.0,20.0,11.0,31.43
2024-08-09,20,37,37,116.83783783783784,107.0,203.9999999999999,248,107834.15,2914.4364864864865,539.15,29.0,8.0,21.62,16,0,12,9,6.0,16.22,12.0,32.43
2024-08-09,21,24,24,131.0,122.0,251.5999999999999,260,115313.09,4804.712083333333,576.57,17.0,7.0,29.17,12,0,0,12,8.0,33.33,5.0,20.83
2024-08-09,22,38,38,109.65789473684211,105.0,194.5,227,124940.34,3287.903684210526,624.6999999999999,33.0,5.0,13.16,15,3,7,13,6.0,15.79,8.0,21.05
2024-08-09,23,39,39,110.43589743589743,105.0,183.60000000000002,210,127068.09,3258.1561538461538,635.34,34.0,5.0,12.82,17,2,3,17,6.0,15.38,8.0,20.51
2024-08-10,0,3,3,37.0,46.0,47.8,48,1021.1600000000001,340.3866666666667,5.1,3.0,0.0,0.0,0,0,1,2,0.0,0.0,1.0,33.33
2024-08-10,1,5,5,68.6,51.0,137.0,152,30095.12,6019.023999999999,150.48,5.0,0.0,0.0,3,0,0,2,2.0,40.0,1.0,20.0
2024-08-10,2,5,5,58.2,33.0,112.0,113,37768.619999999995,7553.723999999999,188.84,5.0,0.0,0.0,4,0,0,1,2.0,40.0,1.0,20.0
2024-08-10,3,7,7,47.714285714285715,48.0,71.6,74,14791.55,2113.078571428571,73.95,6.0,1.0,14.29,2,0,3,2,1.0,14.29,3.0,42.86
2024-08-10,4,3,3,72.33333333333333,47.0,148.7,160,19104.059999999998,6368.0199999999995,95.52000000000001,3.0,0.0,0.0,2,0,1,0,1.0,33.33,2.0,66.67
2024-08-10,5,4,4,31.0,21.5,60.29999999999998,66,7282.0199999999995,1820.5049999999999,36.42,4.0,0.0,0.0,2,0,1,1,0.0,0.0,2.0,50.0
2024-08-10,6,7,7,35.142857142857146,37.0,54.5,56,21991.9,3141.7000000000003,109.96,7.0,0.0,0.0,4,0,2,1,1.0,14.29,3.0,42.86
2024-08-10,7,4,4,32.25,27.0,50.94999999999999,55,5849.9800000000005,1462.4950000000001,29.25,4.0,0.0,0.0,2,0,1,1,0.0,0.0,1.0,25.0
2024-08-10,8,4,4,80.25,62.0,171.24999999999997,187,10313.63,2578.4075,51.57,3.0,1.0,25.0,2,1,1,0,1.0,25.0,1.0,25.0
2024-08-10,9,6,6,55.833333333333336,51.0,108.0,118,13088.93,2181.4883333333332,65.44,6.0,0.0,0.0,2,0,3,1,1.0,16.67,1.0,16.67
2024-08-10,10,2,2,47.5,47.5,81.25,85,15713.66,7856.83,78.57,2.0,0.0,0.0,0,0,0,2,1.0,50.0,1.0,50.0
2024-08-10,11,6,6,52.666666666666664,39.0,94.25,99,7835.650000000001,1305.9416666666668,39.17,6.0,0.0,0.0,4,0,0,2,0.0,0.0,1.0,16.67
2024-08-10,12,4,4,44.0,50.0,65.55,66,5410.24,1352.56,27.04,4.0,0.0,0.0,3,0,1,0,0.0,0.0,1.0,25.0
2024-08-10,13,3,3,33.666666666666664,24.0,62.699999999999996,67,3649.57,1216.5233333333333,18.25,3.0,0.0,0.0,1,0,0,2,0.0,0.0,1.0,33.33
2024-08-10,14,6,6,52.333333333333336,51.0,74.75,79,12539.71,2089.9516666666664,62.7,5.0,1.0,16.67,2,1,2,1,1.0,16.67,1.0,16.67
